X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,OBJECTID,ADDRESS,SCHOOL_NAME,WEBSITE,SCHOOL_TYPE,TYPE,STATUS
-79.7428372578506,43.7180698689891,,,,,,,-1,0,-1,,,181,375 HOWDEN BLVD,DOON SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.7401424062987,43.7011027380239,,,,,,,-1,0,-1,,,182,12 RUTHERFORD RD S,NOON ACADEMY,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.7288233845676,43.7230072578273,,,,,,,-1,0,-1,,,183,140 HOWDEN BLVD,LESTER B. PEARSON CATHOLIC E.S.,http://www.dpcdsb.org/CEC,CATHOLIC,ELEMENTARY,CURRENT
-79.7246862875938,43.7342167623971,,,,,,,-1,0,-1,,,184,63 GLENFOREST RD,ST. JEAN BREBEUF E.S.,http://www.dpcdsb.org/CEC,CATHOLIC,ELEMENTARY,CURRENT
-79.7156679929505,43.7363061960521,,,,,,,-1,0,-1,,,185,1140 CENTRAL PARK DR,GREENBRIAR M.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.717412972008,43.7381833289435,,,,,,,-1,0,-1,,,186,33 GREENBRIAR RD,GRENOBLE P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.7805031419756,43.6563959895814,,,,,,,-1,0,-1,,,187,90 BONNIE BRAES DR,CHURCHVILLE P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.7110587702989,43.7562176752105,,,,,,,-1,0,-1,,,193,1 - 12 AUTOMATIC ROAD,BRENTWAY ACADEMY INC,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.8249134560478,43.6766448262319,,,,,,,-1,0,-1,,,194,50 BAYCLIFFE CRES,CANADIAN HIGHER LEARNING ACADEMY,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.796509561531,43.7279249117555,,,,,,,-1,0,-1,,,195,180 SANDALWOOD PKWY E,GURU TEGH BAHADUR INTERNATIONAL SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY - SECONDARY,CURRENT
-79.7915431204458,43.6926284809194,,,,,,,-1,0,-1,,,196,1&2 - 20 RED MAPLE DR,MONTESSORI LEADERS SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.6615710686396,43.773114563188,,,,,,,-1,0,-1,,,197,2 - 4535 EBENEZER RD,KMSCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.7410154402035,43.6885997993637,,,,,,,-1,0,-1,,,198,1806 - 83 KENNEDY RD S,ONTARIO INTERNATIONAL INSTITUTE,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.6621107211656,43.7720808121041,,,,,,,-1,0,-1,,,199,213 - 4515 EBENEZER ROAD,PREMIUM INSTITUTE OF EXCELLENCE,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.8010024660558,43.7149838592726,,,,,,,-1,0,-1,,,200,11 - 2 FISHERMAN DR,SONGBIRDS MONTESSORI SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.782142055149,43.6663061366709,,,,,,,-1,0,-1,,,201,1030 QUEEN ST W,WALDEN INTERNATIONAL SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY - SECONDARY,CURRENT
-79.7580574969144,43.6980216062655,,,,,,,-1,0,-1,,,202,80 BEECH ST,AGNES TAYLOR P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.7535563747903,43.7248603400168,,,,,,,-1,0,-1,,,203,395 NORTH PARK DR,MARANATHA CHRISTIAN ACADEMY,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.793679914372,43.6712821851925,,,,,,,-1,0,-1,,,204,50 PARITY RD,MCLURE P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.782374634675,43.7588635688478,,,,,,,-1,0,-1,,,205,40 DOLBYHILL DR,COUNTRYSIDE VILLAGE P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.8511060097072,43.6950732619903,,,,,,,-1,0,-1,,,206,95 REMEMBERANCE RD,DOLSON E.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.7729774021009,43.6949951289838,,,,,,,-1,0,-1,,,207,201 - 389 MAIN ST N,AL-AMEEN ELEMENTARY SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY,CURRENT
-79.7219945338613,43.6601899697506,,,,,,,-1,0,-1,,,208,201 COUNTY COURT BLVD,CAREER QUEST- BRAMPTON,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.6677332508901,43.7453598603141,,,,,,,-1,0,-1,,,209,187 DEERHURST DRIVE,GOBIND SARVAR E.S.,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY - SECONDARY,CURRENT
-79.8117214558186,43.6838496351755,,,,,,,-1,0,-1,,,210,5 BRISDALE DR,GREEN APPLE ALTERNATIVE SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.7279768327948,43.7493787105192,,,,,,,-1,0,-1,,,211,204-9886 TORBRAM RD,KNOX BRIDGE SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.7538564581115,43.7871458670577,,,,,,,-1,0,-1,,,212,60 LACOSTE BLVD,NORTHVIEW COLLEGIATE,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.7384337967091,43.7510811641307,,,,,,,-1,0,-1,,,213,2250 BOVAIRD DR,NUCLEUS HIGH SCHOOL,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,SECONDARY,CURRENT
-79.7279906969839,43.6630978606056,,,,,,,-1,0,-1,,,214,2 COUNTRY COURT BLVD,SIMCOE ACADEMY,http://www.edu.gov.on.ca/eng/general/elemsec/privsch/,PRIVATE,ELEMENTARY - SECONDARY,CURRENT
-79.7948311328059,43.6660761462633,,,,,,,-1,0,-1,,,215,145 JORDENSEN DR,SPRINGBROOK P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.8316587363075,43.6780282579653,,,,,,,-1,0,-1,,,216,25 AYLESBURY DR,AYLESBURY P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.6709903304004,43.794748733084,,,,,,,-1,0,-1,,,217,155 CASTLE OAKS CROSSING,CASTLE OAKS P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.8138831699334,43.6913996981596,,,,,,,-1,0,-1,,,218,10125 CHINGUACOUSY ROAD,NELSON MENDELA P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.7844408956481,43.7509934357179,,,,,,,-1,0,-1,,,219,40 ROSS DRIVE,ROSS DRIVE P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
-79.8264466867978,43.6673160452198,,,,,,,-1,0,-1,,,220,500 ELBERN MARKELL DR,JEAN AUGUSTINE S.S.,http://www.peelschools.org,PUBLIC,SECONDARY,CURRENT
-79.771708009113,43.6352143074116,,,,,,,-1,0,-1,,,221,60 OLIVIA MARIE RD,ST ALPHONSA CATHOLIC E.S,http://www.dpcdsb.org/CEC,CATHOLIC,ELEMENTARY,CURRENT
-79.7875753588635,43.6309431216885,,,,,,,-1,0,-1,,,222,140 HOWARD STEWART RD,WHALEY'S CORNER P.S.,http://www.peelschools.org,PUBLIC,ELEMENTARY,CURRENT
